Transfer Institution,Transfer Crs,Title,BU Equiv Crs,Catalog Year
88080  University of Massachusetts at L,42   101,College Writing I,ENGL 101,UG11
88080  University of Massachusetts at L,42   102,College Writing II,ENGL ELE,UG11
88080  University of Massachusetts at L,47   260,Child & Adolescent Development,PSYC 218,UG11
74340  University of Memphis,ENGL1101,English Composition,ENGL 101,UG14
74340  University of Memphis,HIST2601,US to 1877,HIST 202,UG14
74340  University of Memphis,MATH1181,Concepts of Number,MATH ELE,UG14
74340  University of Memphis,MATH1211,College Algebra,MATH 105,UG14
67584  University of Mississippi,AH   101,Introduction to Western Art,ARTH ELE,UG11
67584  University of Mississippi,EDHE 105,Freshman Year Experience,IDC. 100,UG11
67584  University of Mississippi,HIS  101,History of Europe to 1648,HIST 116,UG11
67584  University of Mississippi,PSY  201,General Psychology,PSYC 103,UG11
67584  University of Mississippi,WRIT 101,First-Year Writing I,ENGL 101,UG11
95546  University of Missouri: Columbia,NURS 891,Translating Evidnc Base Practice,NURS 810,GR14
95546  University of Missouri: Columbia,NURS 892,Quality Safety Outcomes,NURS 812,GR14
676647  University of Missouri: St Louis,BIOL1012,General Biology,BIOL 115,UG14
676647  University of Missouri: St Louis,BIOL1013,General Biology Lab,BIOL 115L,UG14
676647  University of Missouri: St Louis,BIOL1131,Human Physio & Anat I,BIOL 108,UG14
676647  University of Missouri: St Louis,CHEM1111,Introductory Chemistry I,CHEM 103,UG14
676647  University of Missouri: St Louis,COMM 104,Intro to Public Speaking,COMM 103,UG14
676647  University of Missouri: St Louis,ENGL1100,First Year Writing,ENGL 101,UG14
676647  University of Missouri: St Louis,ENGL1100,First-Year Writing,ENGL 101,UG11
676647  University of Missouri: St Louis,ENGL1100,First Year Writing,ENGL 101,UG12
676647  University of Missouri: St Louis,ENGL1120,Intro to Literature,ENGL GER,UG12
676647  University of Missouri: St Louis,ENGL1120,Intro to Literature,ENGL GER,UG11
676647  University of Missouri: St Louis,ENGL1120,Intro to Literature,ENGL GER,UG14
676647  University of Missouri: St Louis,ENGL1170,Amer Literary Masterps,ENGL ELE,UG14
676647  University of Missouri: St Louis,ENGL1170,Amer Literary Masterps,ENGL GER,UG11
676647  University of Missouri: St Louis,ENGL2310,Eng Lit Before 1790,ENGL GER,UG14
676647  University of Missouri: St Louis,ENGL2320,Engl Lit After 1790,ENGL ELE,UG14
676647  University of Missouri: St Louis,FREN1001,French Lang & Cult I,FREN 101,UG14
676647  University of Missouri: St Louis,FREN1002,French Lang & Culture II,FREN 102,UG14
676647  University of Missouri: St Louis,GS  2102,Intro to Gend Std,GEN. ELE,UG14
676647  University of Missouri: St Louis,HIST1001,Amer Civ to 1865,HIST 201,UG14
676647  University of Missouri: St Louis,HIST1002,Amer Civ 1865 to Pres,HIST 202,UG14
676647  University of Missouri: St Louis,INFS 180,Computers & Info Systems,C.S. 116,UG14
676647  University of Missouri: St Louis,MATH1800,Anal Geom & Calculus I,MATH 117,UG14
676647  University of Missouri: St Louis,PHIL 112,Asian Philosophy,PHIL ELE,UG14
676647  University of Missouri: St Louis,PHIL1120,Asian Philosophy,PHIL ELE,UG14
676647  University of Missouri: St Louis,POLS1100,Intro Amer Politics,P.S. 101,UG14
676647  University of Missouri: St Louis,PSYC1003,General Psychology,PSYC 103,UG14
676647  University of Missouri: St Louis,SPAN1001,Spanish Language & Culture I,SPAN 101,UG14
676647  University of Missouri: St Louis,SPAN1001,Spanish I,SPAN 101,UG11
676647  University of Missouri: St Louis,SPAN1001,Spanish I,SPAN 101,UG12
676647  University of Missouri: St Louis,SPAN1002,Spanish Language & Culture II,SPAN 102,UG12
676647  University of Missouri: St Louis,SPAN1002,Spanish Language & Culture II,SPAN 102,UG11
676647  University of Missouri: St Louis,SPAN2101,Spanish Language & Culture III,SPAN 201,UG14
74603  University of Mobile,BIO  201,Human Anatomy & Physiology,BIOL 109,UG12
74603  University of Mobile,BIO  202,Human Anatomy and Physiology,BIOL 108,UG12
74603  University of Mobile,BIO  301,Microbiology,MDLS 200,UG12
74603  University of Mobile,EN   101,Effective English,ENGL 101,UG12
74603  University of Mobile,EN   102,Effective English,ENGL 101,UG12
74603  University of Mobile,HPE  101,Health,NURS ELE,UG12
74603  University of Mobile,NU   200,Application of Clinical Conc,NURS ELE,UG12
74603  University of Mobile,NU   202,NSG Interven Maternal/Infant,NURS ELE,UG12
74603  University of Mobile,NU   203,NSG Interven in Child Care,NURS ELE,UG12
74603  University of Mobile,NU   204,NSG Interv Psycho/Soc Dev,NURS ELE,UG12
74603  University of Mobile,NU   205,Legal & Ethical Iss in Nursing,NURS ELE,UG12
74603  University of Mobile,NU   206,Nur in Sev Threat Health Pro,NURS ELE,UG12
74603  University of Mobile,NU   301,Human Growth & Development,PSYC 218,UG12
74603  University of Mobile,PSY  201,Intro to Psychology,PSYC 103,UG12
74603  University of Mobile,SA   202,Intro to Sociology,SOC. 101,UG12
71290  University of Montevallo,ART  242,Introduction to Photography,ART. 260,UG15
71290  University of Montevallo,ENG  101,Composition I,ENGL 101,UG15
71290  University of Montevallo,ENG  102,Composition II,ENGL ELE,UG15
71290  University of Montevallo,ENG  231,World Literature I,ENGL GER,UG15
71290  University of Montevallo,GEOG 231,World Regional Geography,GEN. ELE,UG15
71290  University of Montevallo,HIST 101,HIstory of World Civ I,HIST 116,UG15
71290  University of Montevallo,HIST 102,History of World Civ II,HIST 117,UG15
71290  University of Montevallo,HIST 211,HIst of the U.S. I,HIST 201,UG15
71290  University of Montevallo,HIST 212,HIst of the U.S. II,HIST 202,UG15
71290  University of Montevallo,PHIL 110,Introduction to Philosophy,PHIL 160,UG15
71290  University of Montevallo,PHIL 180,Critical Reasoning,PHIL 302,UG15
71290  University of Montevallo,PHIL 230,"Science, Tech, and Value",PHIL ELE,UG15
71290  University of Montevallo,PHIL 280,Ancient and Medieval Philosophy,PHIL 311,UG15
71290  University of Montevallo,PHIL 320,Feminist Philosophy,PHIL ELU,UG15
71290  University of Montevallo,PHYS 100,Intro Physics,PHYS GER,UG15
71290  University of Montevallo,POS  200,American National Government,P.S. 101,UG15
71290  University of Montevallo,POS  475,Constitutional Law,P.S. ELU,UG15
71290  University of Montevallo,SOC  230,Intro Sociology,SOC. 101,UG15
71290  University of Montevallo,SOC  324,Social Stratification,SOC. ELU,UG15
71290  University of Montevallo,SOC  445,"Sex Roles, Gender & Culture",SOC. 323,UG15
71290  University of Montevallo,SPN  100,Accelerated Intro Spanish,SPAN 102,UG15
71290  University of Montevallo,SPN  100,Accelerated Intro Spanish,SPAN 101,UG15
71290  University of Montevallo,SPN  200,Accelerated Interm Spanish,SPAN 102,UG15
71290  University of Montevallo,SPN  200,Accelerated Interm Spanish,SPAN 202,UG15
71290  University of Montevallo,SPN  301,Spanish Conversations,SPAN 201,UG15
95548  University of Nebraska: Lincoln,ALEC 102,Interpersonal Skills,GEN. ELE,UG12
95548  University of Nebraska: Lincoln,ART. 202,Drawing II,ART. 102,UG11
95548  University of Nebraska: Lincoln,BIOS 101,General Biology,BIOL 130,UG12
95548  University of Nebraska: Lincoln,BIOS 111,Bio Microorganisms,MDLS 200,UG12
95548  University of Nebraska: Lincoln,BIOS101L,General Biolog Lab,BIOL 130L,UG12
95548  University of Nebraska: Lincoln,CHEM 105,Chem in Context I,CHEM GER,UG12
95548  University of Nebraska: Lincoln,CYAF 160,Human Devel & Family,PSYC 218,UG12
95548  University of Nebraska: Lincoln,ENGL 151,Rhetoric As Argumnt,ENGL 101,UG12
95548  University of Nebraska: Lincoln,ENGL 254,Writing & Communities,ENGL ELE,UG12
95548  University of Nebraska: Lincoln,ETHN 100,Smnr Minority Exprnc,IDC. 101,UG12
95548  University of Nebraska: Lincoln,GERO 200,Intro to Gerontology,GEN. ELE,UG12
95548  University of Nebraska: Lincoln,HIST 204,Women & Gender in USA,HIST ELE,UG12
95548  University of Nebraska: Lincoln,MATH 101,College Algebra,MATH 105,UG12
95548  University of Nebraska: Lincoln,NUTR 250,Human Nutr&Metabolsm,NURS 200,UG12
95548  University of Nebraska: Lincoln,PHIL 213,Medical Ethics,PHIL ELE,UG12
95548  University of Nebraska: Lincoln,PSYC 181,Intro to Psychology,PSYC 103,UG12
95548  University of Nebraska: Lincoln,SOCI 101,Intro to Sociology,SOC. 101,UG12
95548  University of Nebraska: Lincoln,SOCI 201,Social Problems,SOC. 201,UG12
95548  University of Nebraska: Lincoln,STAT 218,Intro to Statistics,MATH 205,UG12
95548  University of Nebraska: Lincoln,THEA 112,Intro to Theatre,THEA 202,UG12
93716  University of Nevada: Reno,NURS 716,Adv Ambulatory Pharmacy,NURS 600,GR14
93716  University of Nevada: Reno,NURS 718,Adv Health Promotion,NURS 605,GR14
93716  University of Nevada: Reno,NURS 736,Policy and Social Justice,NURS 600,GR14
135589  University of Oxford,FILM 371,Shakespeare on Stage and Screen,FILM 371,UG15
135589  University of Oxford,P.S. 323,Warfare in the Modern World,P.S. 323,UG15
72051  University of Phoenix,ACC  539,Accounting for Managerial Decisi,ACCT 102,UG14
72051  University of Phoenix,BCOM 275,Business Comm & Critical Thinkin,COMM ELE,UG14
72051  University of Phoenix,BIS  220,Intro to Computer Appl & Systems,C.S. 116,UG14
72051  University of Phoenix,BUS  210,Foundations of Business,B.A. ELE,UG11
72051  University of Phoenix,COM  140,Comtemporary Business Communicat,COMM ELE,UG11
72051  University of Phoenix,COM  155,University Composition & Comm I,ENGL 101,UG11
72051  University of Phoenix,COM  156,University Compostion & Comm II,ENGL ELE,UG11
72051  University of Phoenix,COM  170,Elements of University Composit,ENGL 101,UG14
72051  University of Phoenix,COM  172,Elements of Univ Comp & Comm II,ENGL ELE,UG14
72051  University of Phoenix,ETH  125,Cultural Diversity,GEN. ELE,UG11
72051  University of Phoenix,ETH  316,Ethics & Social Responsibility,PHIL ELU,UG14
72051  University of Phoenix,FIN  540,Managerial Accounting & Finance,ACCT 215,UG14
72051  University of Phoenix,FIN  571,Corporate Finance,NURS 625,GR13
72051  University of Phoenix,FP   101,Foundations of Personal Finance,GEN. ELE,UG11
72051  University of Phoenix,FP   120,Essentials of Personal Finance,GEN. ELE,UG14
72051  University of Phoenix,GEN  105,Skills for Learning in an Info A,GEN. ELE,UG11
72051  University of Phoenix,GEN  195,Foundations of University Studie,GEN. ELE,UG14
72051  University of Phoenix,GEN  201,Foundations for University Succe,GEN. ELE,UG14
72051  University of Phoenix,GEN  300,Skills for Professional Developm,GEN. ELE,UG11
72051  University of Phoenix,HCS  504,Introduction to Graduate Study,NURS 601,GR11
72051  University of Phoenix,HCS  514,Managing in Today's Health Care,NURS 639,GR11
72051  University of Phoenix,HCS  533,Health Information Systems,NURS ELE,GR11
72051  University of Phoenix,HIS  145,American Experience Since 1945,HIST 202,UG14
72051  University of Phoenix,HSN  544,Design & Process of Curriculum,NURS 627,GR15
72051  University of Phoenix,HUM  105,World Mythology,GEN. ELE,UG14
72051  University of Phoenix,HUM  111,Critical and Creative Thinking,COMM ELE,UG11
72051  University of Phoenix,HUM  114,Critical Thinking & Creat Pro So,COMM ELE,UG14
72051  University of Phoenix,HUM  176,Meida and American Culture,COMM ELE,UG11
72051  University of Phoenix,HUM  186,Media Influences on Amer Culture,COMM ELE,UG14
72051  University of Phoenix,IT   205,Management of Info Systems,C.S. ELE,UG11
72051  University of Phoenix,LAW  529,Legal Environment of Business,B.A. 203,UG14
72051  University of Phoenix,LDR  531,Organizational Leadership,NURS 608,GR13
72051  University of Phoenix,MGT  230,Management Theory & Practice,B.A. ELE,UG14
72051  University of Phoenix,MGT  521,Management,NURS ELE,GR13
72051  University of Phoenix,MGT  573,Project Management in Business,B.A. ELE,UG14
72051  University of Phoenix,MTH  208,College Mathematics I,MATH 107,UG14
72051  University of Phoenix,MTH  208,College Mathematics I,MATH 107,UG13
72051  University of Phoenix,MTH  209,College Mathematics II,MATH 116,UG14
72051  University of Phoenix,NSCI 280,Anatomy and Physiology I,BIOL ELE,UG13
72051  University of Phoenix,NSCI 280,Anatomy and Physiology I,GEN. ELE,UG12
72051  University of Phoenix,NSCI 281,Anatomy and Physiology II,GEN. ELE,UG12
72051  University of Phoenix,OPS  571,Operations Management,NURS 639,GR13
72051  University of Phoenix,PSY  103,Introduction to Psychology,PSYC 103,UG13
72051  University of Phoenix,PSY  201,Foundations of Psychology,PSYC 103,UG11
72051  University of Phoenix,PSY  211,Essentials of Psychology,PSYC 103,UG14
72051  University of Phoenix,PSY  310,History and Systems in Psycholog,PSYC 307,UG11
72051  University of Phoenix,PSY  315,Statistical Reasoning in Psychol,MATH 200,UG11
72051  University of Phoenix,PSY  315,Statistical Reasoning in Psychol,MATH 200,UG12
72051  University of Phoenix,PSY  340,Biological Foundations in Psycho,PSYC 240,UG11
72051  University of Phoenix,PSY  355,Motivational Processes in Human,PSYC ELU,UG11
72051  University of Phoenix,PSY  375,Life Span Human Development,PSYC 218,UG12
72051  University of Phoenix,QNT  561,Applied Business Research&Statis,NURS 626,GR13
72051  University of Phoenix,REL  133,World Religious Traditions I,THEO GER,UG14
72051  University of Phoenix,RES  351,Business Research,B.A. ELE,UG14
72051  University of Phoenix,SCI  162,Principles of Health & Wellness,GEN. ELE,UG11
72051  University of Phoenix,SCI  163,Elements of Health and Wellness,NURS 200,UG14
72051  University of Phoenix,SCI  220,Human Nutrition,NURS 200,UG11
72051  University of Phoenix,SCI  241,Nutrition,NURS 200,UG11
72051  University of Phoenix,US   101,Intro to University Studies,IDC. 100,UG11
72051  University of Phoenix,XACC 280,Financial Acct Concepts & Princ,ACCT ELE,UG11
72051  University of Phoenix,XBIS 219,Business Information Systems,B.A. ELE,UG11
72051  University of Phoenix,XCOM 285,Essentials of Managerial Comm,COMM ELE,UG11
72051  University of Phoenix,XECO 212,Principles of Economics,ECON ELE,UG11
72051  University of Phoenix,XMGT 216,Organizational Ethics & Social R,B.A. ELE,UG11
46439  University of Pikeville,ART  100,Art Appreciation,ART. ELE,UG14
46439  University of Pikeville,BIO  102,Introductory Biology,BIOL GER,UG14
46439  University of Pikeville,CJ   152,Intro Criminal Justice System,CJS. 210,UG14
46439  University of Pikeville,CJ   273,Police Practices/Procedures,CJS. ELE,UG14
46439  University of Pikeville,COM  105,Introducation to Communications,COMM ELE,UG13
46439  University of Pikeville,COM  225,Fundamentals of Public Speaking,COMM 103,UG13
46439  University of Pikeville,CS   101,Computer Literacy,C.S. 116,UG13
46439  University of Pikeville,ENG  111,Composition I,ENGL 101,UG13
46439  University of Pikeville,ENG  111,Composition I,ENGL 101,UG14
46439  University of Pikeville,ENG  112,Composition II,ENGL ELE,UG14
46439  University of Pikeville,ENG  311,Advanced Composition,ENGL ELE,UG14
46439  University of Pikeville,ENG 200,Introduction to Literature,ENGL GER,UG14
46439  University of Pikeville,ES   107,Introduction to Earth Science,N.S. GER,UG14
46439  University of Pikeville,ES   108,Intro to Earth Science Lab,N.S. ELE,UG14
46439  University of Pikeville,FS   100,First Year Studies,IDC. 100,UG13
46439  University of Pikeville,HIS  225,American History I,HIST 201,UG14
46439  University of Pikeville,HIS  226,American History II,HIST 202,UG14
46439  University of Pikeville,MKT  126,Introduction to Marketing,B.A. ELE,UG14
46439  University of Pikeville,MTH  111,Algebra for College Students,MATH 105,UG13
46439  University of Pikeville,MTH  114,Trigonometry,MATH ELE,UG14
46439  University of Pikeville,MUS  116,Music Appreciation Rock & Roll,MUSC GER,UG13
46439  University of Pikeville,PSY  110,General Psychology,PSYC 103,UG13
46439  University of Pikeville,PSY  215,Lifespan Development,PSYC 218,UG14
46439  University of Pikeville,PSY  285,Statistics for Social Science,MATH 205,UG13
46439  University of Pikeville,PSY  300,Experimental Psychology I,PSYC 310,UG14
46439  University of Pikeville,PSY  315,Social Psychology,PSYC 317,UG13
46439  University of Pikeville,PSY  323,Abnormal Psychology,PSYC 304,UG14
46439  University of Pikeville,PSY  390,Psychology of Gender,PSYC ELU,UG13
46439  University of Pikeville,PSY  499,Undergraduate Research,PSYC 423,UG14
46439  University of Pikeville,REL  213,Old Testament Introduction,THEO ELE,UG14
46439  University of Pikeville,REL  214,New Testament Introduction,THEO GER,UG14
46439  University of Pikeville,SOC  119,Introduction to Sociology,SOC. 101,UG13
46439  University of Pikeville,SOC  342,Drugs and Society,SOC. ELU,UG14
46439  University of Pikeville,SPN  111,Elementary Spanish I,SPAN 101,UG14
46439  University of Pikeville,SPN  112,Elementary Spanish II,SPAN 102,UG14
46439  University of Pikeville,SW   315,Human Behavior in Social Environ,SOC. ELU,UG14
1135846  University of Saskatchewan,NS   107,Intro Canadian Native Studies,GEN. ELE,UG13
76525  University of South Alabama,ARH  100,Survey of Art,ART. GER,UG12
